"fecha","unidad","descrubicacion","ubicacion","departamento","violencia","tamano","electoral","observaciones","numpolicias","nummilitares","toma","grupo","desalojo","lon","lat","location"
2017-12-05,"UDEP-02 Colon","barrio el centro Trujillo, Colon frente a la posta policial de Trujillo, ubicada frente al parque central de Trujillo","Trujillo","Colon","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",7,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-05,"UDEP-02 Colon"," en la aldea Elixir Saba, Colon","elixir","Colon","Pacifica","150","Si","en el parque central de la comunidad dónde cantaron las gloriosas notas de nuestro Himno Nacional",4,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-92.9975593,36.334025,"36.334025,-92.9975593"
2017-12-05,"UDEP-02 Colon","eje carretero en el Puente Aguan, Saba, Colon","Saba","Colon","Pacifica","300","Si"," hay paso para vehículos livianos",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-63.2326763,17.6354642,"17.6354642,-63.2326763"
2017-12-05,"UDEP-03 Comayagua","plaza Central León Alvarado, Comayagua","Plaza Central Leon Alvarado, Comayagua","Comayagua","Pacifica",NA,"Si","caravana pacifica del partido alianza de la oposición empezando en la Texaco tucán recorriendo por la carretera del antiguo puente de hierro, restaurante mangú ying, barrio la caridad y culminando en la plaza Central León Alvarado.",11,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.6414981,14.4602785,"14.4602785,-87.6414981"
2017-12-05,"UDEP-04 Copan","santa rosa de copan a la altura del antiguo cruce a gracias lempira","Santa Rosa de Copan","Copan","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-88.7782541,14.783886,"14.783886,-88.7782541"
2017-12-05,"UDEP-04 Copan","n la carretera internacional nueva arcadia copan","Nueva Arcadia","Copan","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-88.756014,15.0326327,"15.0326327,-88.756014"
2017-12-05,"UDEP-06 Choluteca","barrio el centro Choluteca","Choluteca","Choluteca","Pacifica","800","Si","un aproximado de 800 personas, 50 motocicletas, 40 bicicletas, 100 vehículos",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-05,"UDEP-06 Choluteca","Barrio Santa Elena","Choluteca","Choluteca","Pacifica","100","Si","se diálogo con los dirigentes y decidieron que solo 30 minutos duraría la manifestación.",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-05,"UDEP-07 El Paraiso","barrio el centro liure","El Paraiso","El Paraiso","Pacifica","70","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-91.7161718,41.9512801,"41.9512801,-91.7161718"
2017-12-05,"UDEP-07 El Paraiso","el centro de Danli","Danli","El Paraiso","Pacifica","80","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-05,"UDEP-08 Francisco Morazan","carretera que conduce de la villa de san francisco hacia ojo de agua el paraíso","villa de san francisco","Francisco Morazan","Pacifica","50","Si","el fin de la protesta es no dejar pasar las carretas q transportan la caña de la azucarera tres valles al mismo tiempo en apoyo al partido alianza del candidato presidencial salvador nasrralla",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-86.9574023,14.1796961,"14.1796961,-86.9574023"
2017-12-05,"UDEP-10 Intibuca","a la altura de Jesús De Otoro a un kilómetro adelante de la gasolinera UNO","Jesus de Otoro","Intibuca","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",3,0,"Si","COPINH","ninguno",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-05,"UDEP-10 Intibuca","a la altura de Río Negro","Colomancagua","Intibuca","Pacifica","180","Si","simpatizantes de la alianza y líderes del partido libre Lenin Andrade diputado suplente electo del partido libre, alcalde electo de Colomoncagua Ridel Rivas",9,3,"Si","LIBRE","ninguno",-88.2759224,13.9612612,"13.9612612,-88.2759224"
2017-12-05,"UDEP-10 Intibuca","hospital Enrique Aguilar Cerrato","La Esperanza","Intibuca","Pacifica","200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",22,10,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-88.1706047,14.299475,"14.299475,-88.1706047"
2017-12-05,"UDEP-12 La Paz","en la carretera ca7 a la altura del desvío hacia la aldea Concepción de Soluteca aldea Lepaguare","concepcion de soluteca","La Paz","Pacifica","50","Si","toma obstáculos con palos, piedras y quema de llantas por un grupo de manifestantes supuestos campesinos",4,0,"Si","campesions","ninguno",-87.8340995,14.3155588,"14.3155588,-87.8340995"
2017-12-05,"UDEP-14 Ocotepeque","calle internacional CA- 04 altura del desvío de santos marcos, Ocotepeque","San Marcos","Ocotepeque","Pacifica","250","Si"," en la carretera internacional C.A 4 que de san pedro sula conduce a Ocotepeque y viceversa por la cual había sido tomada y bloqueada por manifestantes",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-97.9413941,29.8832749,"29.8832749,-97.9413941"
2017-12-05,"UDEP-14 Ocotepeque","Calle Internacional Ca- 04 Altura Del Puente Entre Sinuapa Y Ocotepeque","Sinuapa","Ocotepeque","Pacifica","200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-89.184288,14.442543,"14.442543,-89.184288"
2017-12-05,"UDEP-14 Ocotepeque","calle internacional CA- 04 san marcos Ocotepeque","San Marcos","Ocotepeque","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-97.9413941,29.8832749,"29.8832749,-97.9413941"
2017-12-05,"UDEP-14 Ocotepeque"," puente de Sinuapa, Ocotepeque","Sinuapa","Ocotepeque","Pacifica","100","Si","cual están tomada la carretera internacional ca-04  a la altura del puente que divide Sinuapa Y Ocotepeque",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-89.184288,14.442543,"14.442543,-89.184288"
2017-12-05,"UDEP-16 Santa Barbara","carretera n. 20 que de Santa Bárbara conduce a Tegucigalpa","Santa Barbara","Santa Barbara","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,2,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-119.6981901,34.4208305,"34.4208305,-119.6981901"
2017-12-05,"UDEP-16 Santa Barbara","barrio   el agua lote","Azacualpa","Santa Barbara","Pacifica","400","Si"," participan un aproximado de 400 personas de diferentes sexos, 55 vehículos y 70 motocicletas,",4,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-88.0876336,14.7121689,"14.7121689,-88.0876336"
2017-12-05,"UDEP-17 Valle","eje carretero que conduce de Jícaro Galán Al Amatillo","Jicaro Galan","Valle","Pacifica","1500","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.4368617,13.5320847,"13.5320847,-87.4368617"
2017-12-05,"UDEP-17 Valle","carretera CA-5 a la altura del puente el Enecan De La Ciudad De San Lorenzo Valle","San Lorenzo","Valle","Pacifica","150","Si","toma de carretera por los simpatizantes del partido de la alianza, donde se encuentra un aproximado de 150 personas y 08 vehículo",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-122.1244088,37.6810422,"37.6810422,-122.1244088"
2017-12-05,"UDEP-17 Valle","carretera en el barrio el centro Langue valle, carretera que conduce a la aduana del Amatillo a la altura del desvío a Langue valle","Langue","Valle","Pacifica","80","Si","utilizando la quema de llantas piedras y quema de madera para interrumpir el tránsito vehicular",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.6556468,13.622392,"13.622392,-87.6556468"
2017-12-05,"UDEP-18 Yoro","eje carretero del municipio de Olanchito, Yoro conduce a Saba, Colon la altura del desvío El Ocotalito","Ocotalito","Yoro","Pacifica","30","Si","tienen obstruido el paso con quema ramas en el pavimento.",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-99.508953,17.2507691,"17.2507691,-99.508953"
2017-12-05,"UDEP-18 Yoro","eje carretero que del municipio de Morazán, Yoro conduce al Progreso Y SPS a la altura del puente la Regina","Morazan","Yoro","Pacifica","40","Si","tienen obstruido el paso con quema de llantas y ramas en el pavimento",9,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-88.1291387,13.7682,"13.7682,-88.1291387"
2017-12-05,"UDEP-18 Yoro","eje carretero que de la ciudad de Yoro conduce Al Progreso a la altura del desvió el medio","Yoro","Yoro","Violenta","25","Si","manifestación violenta con un aproximado de 25 personas simpatizantes de la alianza de oposición donde se están quemando llantas y está habilitado un carril del pavimento para la libre circulación de todo tipo de vehículo. ",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.1422895,15.2949679,"15.2949679,-87.1422895"
2017-12-05,"UDEP-18 Yoro","eje carretero del municipio de Olanchito, Yoro conduce a Saba, Colon la altura del desvío El Ocotalito","Ocotalito","Yoro","Pacifica","30","Si","tienen obstruido el paso con quema ramas en el pavimento",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-99.508953,17.2507691,"17.2507691,-99.508953"
2017-12-05,"UDEP-06 Choluteca","barrio el centro Choluteca","Choluteca","Choluteca","Pacifica","800","Si","800 personas, 50 motocicletas, 40 bicicletas, 100 vehículos",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-06,"UMEP-03 La Rosa","Bulevar Kuwait a la altura del Instituto de la Propiedad, Tegucigalpa","Tegucigalpa","Francisco Morazan","Pacifica","10","Si","Exigen respeto a la candidatura presidencial de Nasarrala",2,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-06,"UDEP-01 Atlantida","olonia Irías, Jutiapa, Atlántida","Jutiapa","Atlantida","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-89.9253233,14.1930802,"14.1930802,-89.9253233"
2017-12-06,"UDEP-01 Atlantida","Puente Rio San Juan, La Másica, Atlántida","La Masica","Atlantida","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",86,170,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.0973828,15.6280248,"15.6280248,-87.0973828"
2017-12-06,"UDEP-01 Atlantida","Aldea Salitral, Jutiapa, Atlántida","Jutiapa","Atlantida","Pacifica","15","Si","Exigen respeto a la candidatura presidencial de Nasarrala",22,8,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-89.9253233,14.1930802,"14.1930802,-89.9253233"
2017-12-06,"UDEP-02 Colon","carretera C.A-13 a la altura de la Aldea Guadalupe Carney, Trujillo, Colon","Trujillo","Colon","Pacifica","100","Si","instalado una pluma omtando por darle libre circulación a los vehículos livianos, de servicio de emergencia y policiales; no así a los vehículos pesados como ser autobuses, camiones, volquetas, tráileres, contenedores y militares, establecidos en puntos estratégicos debido a la lluvia.",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-06,"UDEP-03 Comayagua","Carretera CA-5 a la altura de La Aldea El Carrizal, Taulabe, Comayagua","Taulabe","Comayagua","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9873724,14.6676107,"14.6676107,-87.9873724"
2017-12-06,"UDEP-06 Choluteca","Aldea San Jerónimo","San Jeronimo","Choluteca","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-75.728159,6.442513,"6.442513,-75.728159"
2017-12-06,"UDEP-08 Francisco Morazan","kilómetro 86 desvío a la Aldea Los Jobos carretera que conduce de Guaimaca a Talanga Francisco Morazán","Entre Gauimaca y Talanga","Francisco Morazan","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",NA,NA,"NA,NA"
2017-12-06,"UDEP-10 Intibuca"," frente a la Universidad Pedagógica Barrio, El Way Intibucá","Intibuca","Intibuca","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-88.2461183,14.372734,"14.372734,-88.2461183"
2017-12-06,"UDEP-10 Intibuca"," Gasolinera Uno de Jesús de Otoro, Intibucá","Jesus de Otoro","Intibuca","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",25,0,"Si","COPINH","ninguno",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-06,"UDEP-17 Valle","Barrio El Centro, Nacaome, Valle","Nacaome","Valle","Pacifica","1500","Si","Exigen respeto a la candidatura presidencial de Nasarrala",21,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-06,"UDEP-18 Yoro","Aldea Cerro Partido, Morazán Yoro","Morazan","Yoro","Pacifica","40","Si","Exigen respeto a la candidatura presidencial de Nasarrala",8,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-88.1291387,13.7682,"13.7682,-88.1291387"
2017-12-07,"UMEP-02 Belen"," puentes del carrizal, Comayagüela","Comayaguela","Francisco Morazan","Pacifica","200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-07,"UMEP-03 La Rosa","carretera que conduce al sur exactamente en la entrada de la Colonia Altos De Santa Rosa","Tegucigalpa","Francisco Morazan","Pacifica","40","Si","realizan quema de llantas y ponen piedras impidiendo el paso en ambos carriles de los que entran y salen de la ciudad",2,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-07,"UMEP-12 Villanueva","CA5 a alturas de km 71, Villanueva, Cortes,","Villanueva","Cortes","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",4,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-07,"UMEP-11 El Progreso","paso La Sarrosa, El Progreso, Yoro","El Progreso","Yoro","Pacifica",NA,"Si","a la altura de la Aldea La Sarrosa, estaba tapada la carretera con llantas incendiadas lo cual se verificó y no había nadie en dicho lugar por lo cual se procedido a habilitar el paso quitando piedras y regando agua a las llantas que estaban encendidas en llamas",3,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-07,"UMEP-11 El Progreso","carretera C.A 13 salida a Tela exactamente a la altura del puente de quebrada seca","Tela","Atlantida","Pacifica","400","Si","instalaron una manifestación haciendo quema de llantas árboles y desechos obstaculizando el tráfico vehicular",25,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-07,"UMEP-12 Villanueva"," CA-5 semáforo Dos Caminos, Villanueva, Cortes","Villanueva","Cortes","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",4,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-07,"UDEP-01 Atlantida","Aldea Pajuiles, Tela, Atlántida, en la calle CA-13","Pajuiles, Tela","Atlantida","Pacifica","50","No","Ellos manifestaron que se tomaron la calle porque hay dos retro excavadoras de la Empresa Hidroset en la montaña nombre de dios que se encuentran trabajando y ellos solicitan que saquen ese equipo de la montaña",2,0,"Si","pobladores del grupo empleo del sector Pajuiles","ninguno",-87.6112325,15.6019543,"15.6019543,-87.6112325"
2017-12-07,"UDEP-02 Colon","carretera CA 13 a la altura del puente Aguan del Municipio de Tocoa, Colon","Tocoa","Colon","Pacifica",NA,"Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,42,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.9968479,15.6576354,"15.6576354,-85.9968479"
2017-12-07,"UDEP-03 Comayagua","Puente El Tamalito Ubicado En La CA5, Km 144, Taulabe, Comayagua","Taulabe","Comayagua","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",3,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9873724,14.6676107,"14.6676107,-87.9873724"
2017-12-07,"UDEP-03 Comayagua","carretera CA-05 a la altura del km-58+600 en el punto fijo en la de Estación Policial de la Aldea Las Mercedes,","Aldea las Mercedes","Comayagua","Pacifica","200","Si","Desalojo a una toma de carretera y quema de llantas",2,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",NA,NA,"NA,NA"
2017-12-07,"UDEP-06 Choluteca","carretera que conduce de Santa Elena, Choluteca, hasta a Cedeño, de Marcovia, en el desvío de la Aldea El Papalón, Choluteca","Marcovia","Choluteca","Pacifica","30","No","Exigen al Ingenio la Grecia que les riegue melaza en la calle de tierra para que no levante polvo, ya que sus camiones cuando circulan levantan una gran cantidad de polvo, por tal motivo se enferman los pobladores adultos y niños de la comunidad y debido a la negativa del Ingenio la Grecia de cumplirles lo solicitado se han tomado la carretera a los Valles",3,0,"Si","Pobladores Aldea Los Valles","ninguno",-87.3003706,13.2910707,"13.2910707,-87.3003706"
2017-12-07,"UDEP-06 Choluteca","clínica de las instalaciones del Instituto Hondureño del Seguro Social (IHSS)","Choluteca","Choluteca","Pacifica","600","Si","Exigen respeto a la candidatura presidencial de Nasarrala",22,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-07,"UDEP-08 Francisco Morazan","Kilómetro 86 desvío, a la altura de la aldea de Orica, carretera que conduce del municipio de Guaimaca, Talanga, F.M","Orica","Francisco Morazan","Pacifica","300","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-104.5980688,39.6429975,"39.6429975,-104.5980688"
2017-12-07,"UDEP-10 Intibuca","esús de Otoro a un kilómetro adelante de la gasolinera uno en el Barrio San José","Jesus de Otoro","Intibuca","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","COPINH","ninguno",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-07,"UDEP-14 Ocotepeque","carretera internacional CA- 04 a la altura del puente entre Sinuapa y Ocotepeque","Ocotepeque","Ocotepeque","Pacifica","60","Si","Exigen respeto a la candidatura presidencial de Nasarrala",6,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-89.0561532,14.5170347,"14.5170347,-89.0561532"
2017-12-07,"UDEP-17 Valle","ca-5 / san lorenzo","Carretera CA 5 Valle","Valle","Pacifica","120","Si","Exigen respeto a la candidatura presidencial de Nasarrala",10,1,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-74.0696356,41.4242948,"41.4242948,-74.0696356"
2017-12-07,"UDEP-17 Valle","San Lorenzo, Valle","San Lorenzo","Valle","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",6,20,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-122.1244088,37.6810422,"37.6810422,-122.1244088"
2017-12-07,"UDEP-17 Valle","eje carretero que conduce de Jícaro Galán Al Amatillo, a la altura del puente Guacirope, Nacaome Valle,","Nacaome","Valle","Pacifica","300","Si"," Simpatizantes del partido de oposición alianza con toma de carretera y quema de llantas",10,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-07,"UDEP-18 Yoro"," eje carretero de Olanchito, Yoro que conduce a Saba Colón","Olanchito","Yoro","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-86.5905371,15.4861318,"15.4861318,-86.5905371"
2017-12-08,"UMEP-1 Los Dolores","Boulevar Morazán","Tegucigalpa","Francisco Morazan","Pacifica","1200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",110,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-08,"UMEP-02 Belen","Boulevard Fuerzas Armadas","Tegucigalpa","Francisco Morazan","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",2,0,"Si","LIBRE","ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-08,"UMEP-04 Kennedy","Colonia Kennedy","Tegucigalpa","Francisco Morazan","Pacifica","300","Si","Exigen respeto a la candidatura presidencial de Nasarrala",4,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-08,"UMEP-12 Villanueva","CA-5 altura del desvió del Calan, Villanueva, Cortes","na","Cortes","Violenta","100","Si","Empezaron agredir con piedras a los vehículos que intentaban pasar  por lo que se tuvo que lanzar dos granadas de gas lacrimógeno",6,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",18.49041,-22.95764,"-22.95764,18.49041"
2017-12-08,"UMEP-12 Villanueva","CA-5  a la altura desvío que conduce a la Aldea Milagro Sector dos Caminos Villanueva, Cortes","na","Cortes","Violenta","500","Si","todos ellos lanzaron piedras hacia la humanidad de los miembros de la Policías, Militares y vehículos que transitaba por la carretera, por lo que se tomó la decisión de hacer uso del gas lacrimógeno",17,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",18.49041,-22.95764,"-22.95764,18.49041"
2017-12-08,"UDEP-01 Atlantida","Parque Central, San Juan Pueblo","La Masica","Atlantida","Pacifica","300","Si","caminata",6,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.0973828,15.6280248,"15.6280248,-87.0973828"
2017-12-08,"UDEP-02 Colon","CA-13, a la altura de la Aldea Guadalupe Carney, Trujillo, Colon","Trujillo","Colon","Pacifica","40","Si","Cabe mencionar que estas personas pertenecen al partido de la alianza los cuales fueron desalojadas hasta este día viernes ya que desde el día lunes 4 de diciembre del 2017, se encontraban manifestándose en el lugar antes en mención, sin permitir el paso vehicular siendo desalojados hasta este viernes 8 diciembre del 2017",47,257,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-08,"UDEP-03 Comayagua","C-A 5 a la altura de la Gasolinera Texaco, Siguatepeque, Comayagua","Siguatepeque","Comayagua","Pacifica","50","Si","se dialogó con el líder de dicha manifestación donde nos informó que realizarían una marcha pacífica de un aproximado de 2 km en la C-A 5 que conduce hacía Tegucigalpa.",6,30,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.8402405,14.5963866,"14.5963866,-87.8402405"
2017-12-08,"UDEP-04 Copan","plaza la bandera, la Entrada, Copan,","Copan","Copan","Pacifica","40","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-89.1467832,14.8497254,"14.8497254,-89.1467832"
2017-12-08,"UDEP-05 Cortes"," carretera CA-5, de Puerto Cortes  a San Pedro Sula a la altura de La Aldea Casa Azul","na","Cortes","Pacifica","20","Si","se llevó acabo un desalojo pacifico ya que  habían obstaculizado el tráfico vehicular en ambos carriles con llantas y bultos de tierra por lo que se utilizó equipo necesario y una excavadora para retirar la tierra",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",18.49041,-22.95764,"-22.95764,18.49041"
2017-12-08,"UDEP-05 Cortes","C.A 13 a la altura del Barrio La Posona, Puerto Cortes","Posona","Cortes","Pacifica","80","Si","Exigen respeto a la candidatura presidencial de Nasarrala",12,0,"No","LIBRE","ninguno",119.9856157,-0.0565892,"-0.0565892,119.9856157"
2017-12-08,"UDEP-06 Choluteca","puente Choluteca","Choluteca","Choluteca","Pacifica","400","Si","Exigen respeto a la candidatura presidencial de Nasarrala",23,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-08,"UDEP-17 Valle","eje carretero que conduce de Nacaome hacia el Amatillo","Langue","Valle","Pacifica","60","Si","toma de carretera y quema de llantas",8,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",NA,NA,"NA,NA"
2017-12-08,"UDEP-17 Valle","carretera Panamericana a la altura del puente Guacirope, Nacaome Valle","Nacaome","Valle","Pacifica","80","Si","toma de Carretera y quienes impiden el tráfico vehicular colocando piedras y alambres ",10,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-10,"UMEP-04 Kennedy","frente de las instalaciones de la embajada EE. UU","Tegucigalpa","Francisco Morazan","Pacifica","20,000","Si","simpatizantes de la alianza de oposición contra del fraude, no al continuismo, exigiendo la salida del señor presidente de la Republica",197,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-10,"UMEP-05 Guamilito","Bulevar del Sur a la altura de la Gasolinera Texaco frente al Monumento a la Madre","San Pedro Sula","Cortes","Pacifica","8,000","Si","smpatizantes partido político Libre la cual se desplaza en dirección hacia el Parque Central de San Pedro Sula",75,0,"No","Simpatizantes del partido LIBRE","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-10,"UDEP-01 Atlantida","parque central por toda la avenida san Isidro","La Ceiba","Atlantida","Pacifica","200","Si","simpatizantes de la Alianza de oposición ",10,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-10,"UDEP-03 Comayagua","Barrio Arriba","Comayagua","Comayagua","Pacifica","30","Si","Simpatizantes de la Alianza y LIBRE se manifestaron",30,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6482474,14.4490149,"14.4490149,-87.6482474"
2017-12-10,"UDEP-05 Cortes","Segunda avenida sector centro de puerto cortés","San Pedro Sula","Cortes","Pacifica","300","Si","Manifestándose por las irregularidades de las elecciones que se llevaron a cabo en noviembre 2017",4,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-10,"UDEP-06 Choluteca","oficinas de IHSS Regional Choluteca","Choluteca","Choluteca","Pacifica","400","Si","simpatizantes del partido de la alianza de oposición con un aproximado de 400 personas, 70 motocicletas, 20 bicicletas, 40 vehículos, quiénes se manifiestan en contra del tribunal supremo electoral (TSE) porque manifiestan que no da los resultados reales de las elecciones generales",35,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-10,"UDEP-06 Choluteca","Aldea de Santa Elena Choluteca","Santa Elena, Choluteca","Choluteca","Pacifica","120","Si","simpatizantes del partido político de la alianza de oposición. los cuales exigen al TSE, que de los resultados reales de las elecciones, se dialogó con los líderes para que lo hagan de manera pacífica y desalojen la carretera, manifestando que lo harán dentro de media hora",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.2630764,13.3512487,"13.3512487,-87.2630764"
