"fecha","unidad","descrubicacion","ubicacion","departamento","violencia","tamano","electoral","observaciones","numpolicias","nummilitares","toma","grupo","desalojo","lon","lat","location"
2017-12-04,"UDEP-01 Atlantida","frente a las instalaciones de la udep-1 de la policía nacional","La Ceiba","Atlantida","Pacifica","4,000","Si","los ciudadanos contentos y agradecidos de una forma amable se dirigieron hacia los miembros de la policía nacional, obsequiándoles agua y refresco.",NA,0,"No","Ciudadanos parte de la marcha","Ninguno",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-04,"UDEP-02 Colon","Barrio Rio Negro","Trujillo","Colon","Pacifica","300","Si","marcha pacífica denominada el cacerolazo dando inicio en el puente del Barrio Rio Negro en contra del Presidente de la República",4,0,"No","Ciudadanos parte de la marcha","Ninguno",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-04,"UDEP-02 Colon","carretera ca-13, e cruce que conduce a Sonaguera","Sonaguera","Colon","Pacifica","50","Si","Simpatizantes de la Alianza de Oposición donde están poniendo troncos y piedras y tierra para obstaculizar el paso.                                ",7,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.2717231,15.6156202,"15.6156202,-86.2717231"
2017-12-04,"UDEP-02 Colon","carretera CA-13, a la altura de la aldea Guadalupe del Carney","Trujillo","Colon","Pacifica","45","Si","personas lideradas, por el señor Adolfo cruz, simpatizantes de la alianza de Oposición obstaculizando el paso de todo tipo de vehículos, se entabló un diálogo con el cual se logró que los vehículos livianos tengan pasó libre",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-04,"UDEP-03 Comayagua","instalaciones de la jefatura UDEP N°03 Comayagua","Comayagua, Honduras","Comayagua","Pacifica","200","Si","el señor jefe departamental de esta UDEP Sub Comisionado de Policía Jaime Barahona Oseguera, hablo con las personas manifestantes llegando a un acuerdo donde ellos no harán daños, ni se tomarán la calle sólo estarán ahí, la cual dieron a conocer que ellos solo estaban defendiendo sus derechos y apoyando a la Policía Nacional de Fuerzas Especial (Cobras) ya que están de brazos caídos",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6186379,14.5534828,"14.5534828,-87.6186379"
2017-12-04,"UDEP-06 Choluteca","IHSS en la Colonia 9 de enero","Choluteca","Choluteca","Pacifica","1000","Si","Manifestantes contra el TSE por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",76,0,"Si","Manifestantes","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-04,"UDEP-06 Choluteca","Colonia Plaza del Sur","Choluteca","Choluteca","Pacifica","25","Si","Manifestantes contra el TSE por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",5,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-04,"UDEP-06 Choluteca"," Barrio ElCentro Choluteca frente de las instalaciones de la UDEP No 06","Choluteca","Choluteca","Pacifica","800","Si","Manifestantes  en apoyo a La Policía Nacional y por estar en desacuerdo con los resultados emitidas por Tribunal Electoral de las elecciones celebradas el 26 de noviembre del 2017",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-04,"UDEP-07 El Paraiso","Barrio el centro","Jacaleapa","El Paraiso","Pacifica","70","Si","Miembros de la alianza de oposición contra la dictadura  Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",3,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.6686635,14.0163738,"14.0163738,-86.6686635"
2017-12-04,"UDEP-07 El Paraiso","Barrio el Centro","Teupasenti","El Paraiso","Pacifica","120","Si","Miembros de la alianza de oposición contra la dictadura Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",11,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7139704,14.22584,"14.22584,-86.7139704"
2017-12-04,"UDEP-07 El Paraiso","Barrio el Centro","Liure","El Paraiso","Pacifica","350","Si","Miembros de la alianza de oposición contra la dictadura Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",5,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0892702,13.5333605,"13.5333605,-87.0892702"
2017-12-04,"UDEP-07 El Paraiso","Barrio El Centro","Yuscaran","El Paraiso","Pacifica","150","Si","Miembros de la alianza de oposición contra la dictadura Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",18,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.8508942,13.9448964,"13.9448964,-86.8508942"
2017-12-04,"UDEP-07 El Paraiso","Barrio El Centro","San Lucas","El Paraiso","Pacifica","50","Si","Miembros de la alianza de oposición contra la dictadura Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-98.3015961,26.177495,"26.177495,-98.3015961"
2017-12-04,"UDEP-07 El Paraiso","frente a la Jefatura departamental de Danli el Paraíso","Danli","El Paraiso","Pacifica","2000","Si","Miembros de la alianza de oposición contra la dictadura Manifestarse en contra del Tribunal Supremo Electoral por no dar los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-04,"UDEP-08 Francisco Morazan","Eje Carretero que conduce de Tegucigalpa a Olancho","Guaimaca","Francisco Morazan","Pacifica","100","Si","Motivo: manifestarse a favor de la alianza de oposición contra la dictadura presidida por Salvador Nasrralla.",18,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.8270545,14.549965,"14.549965,-86.8270545"
2017-12-04,"UDEP-10 Intibuca","carretera a la altura de Jesús de Otoro a un kilómetro adelante de la Gasolinera Uno","Jesus de Otoro","Intibuca","Pacifica","100","Si","representante del CONADEH Abogada Leila Reyes Mejía, miembros del COPINH y simpatizantes del Partido La Alianza, quienes exigen que se cumpla la voluntad del pueblo y que se pronuncie el TSE y declare ganador al ingeniero Salvador Nasrralla.",49,11,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-04,"UDEP-10 Intibuca","la Plaza David hasta el Parque Lopez del barrio El Centro","La Esperanza","Intibuca","Pacifica","200","Si","dirigentes y simpatizante del Partido Alianza de Oposición, en protesta por el resultado de las elecciones y el TSE no proclama como ganador a Salvador Nasrralla",43,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.1706047,14.299475,"14.299475,-88.1706047"
2017-12-04,"UDEP-12 La Paz","afueras de la jefatura departamental de Policia de la Paz","La Paz","La Paz","Pacifica","300","Si","Simpatizantes del partido Alianza manifestaron sus consignas, es no seguir confrontado a la autoridad policial y en solidaridad a los policías que se manifiestan en la ciudad de Tegucigalpa",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-68.1192936,-16.489689,"-16.489689,-68.1192936"
2017-12-04,"UDEP-16 Santa Barbara","calle principal, Atima, Santa Barbara","Atima","Santa Barbara","Pacifica","60","Si","Simpatizantes del partido Alianza",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.4900295,14.9295506,"14.9295506,-88.4900295"
2017-12-04,"UDEP-16 Santa Barbara","frente de la instalación de la jefatura municipal de San Luis","San Luis","Santa Barbara","Pacifica","150","Si","simpatizantes del partido alianza opositora en donde participan una cantidad de 150 personas aproximadamente, quienes vinieron a brindar apoyo moral a la policía nacional, la misma finalizó sin ninguna novedad",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-94.818292,29.2725356,"29.2725356,-94.818292"
2017-12-04,"UDEP-16 Santa Barbara","frente a las instalaciones de la unidad departamental de Policia N°16 en el Barrio La Encantadora De Santa Barbara, S.B.","Santa Barbara, Santa Barbara, Honduras","Santa Barbara","Pacifica","300","Si","simpatizantes de la institución política alianza de oposición  adultas hombres, mujeres y niños pacíficamente se manifestaron retiraron manifestando a la policía nacional que continuaran en las calles manifestándose pacíficamente y pidiendo a los miembros de la policía nacional no agredir a los seguidores de la alianza de oposición, ya que ellos no son enemigos de la policía nacional y las fuerzas armadas y su lucha es únicamente política ideológica con autoridades del gobierno actual.                                                                        ",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.2375991,14.9219177,"14.9219177,-88.2375991"
2017-12-04,"UDEP-17 Valle","Carretera CA-5 a la altura del Puente el Enecan","San Lorenzo","Valle","Pacifica","200","Si","toma de carretera protagonizada para manifestarse a favor de la alianza de oposición contra la dictadura presidida por Salvador Nasrralla",21,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-122.1244088,37.6810422,"37.6810422,-122.1244088"
2017-12-04,"UDEP-17 Valle","Aldea la Arada","Goascoran","Valle","Pacifica","80","Si","manifestarse a favor de la alianza de oposición contra la dictadura, presidida por Salvador Nasrralla",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.7504989,13.6131409,"13.6131409,-87.7504989"
2017-12-04,"UDEP-17 Valle","frente a las Instalaciones de la UDEP No 17 de Nacaome Valle","Nacome","Valle","Pacifica","800","Si","manifestarse a favor de la alianza de oposición contra la dictadura, presidida por Salvador Nasrralla en apoyo a los miembros de la Policia Nacional",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6030996,35.6811522,"35.6811522,-87.6030996"
2017-12-04,"UDEP-06 Choluteca","Colonia Plaza del Sur","Choluteca","Choluteca","Pacifica","25","Si","manifestación pacífica protagonizada por parte de unas 25 personas particulares y del Partido de la Alianza de oposición",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-09,"UDEP-06 Choluteca","en la Aldea San Gerónimo, Namasigue, Choluteca","Namasigue","Choluteca","Pacifica","300","Si","protestando en contra de los resultados que hasta ahora ha emitido el Tribunal Superior Electoral",4,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1472765,13.2101374,"13.2101374,-87.1472765"
2017-12-09,"UDEP-06 Choluteca","la Concha Acústica, Choluteca, Choluteca,","Choluteca","Choluteca","Pacifica","500","Si","contra del tribunal supremo electoral (TSE) porque manifiestan que no da los resultados reales de las elecciones generales del pasado domingo 26 de noviembre",25,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-09,"UDEP-10 Intibuca","a un kilómetro de la Gasolinera Uno, del Municipio de Jesús de Otoro, Intibucá","Jesus de Otoro","Intibuca","Pacifica","60","Si","exigen que se cumpla la voluntad del pueblo y que se pronuncie el TSE y declare ganador a Salvador Nasrralla.",25,15,"Si"," Organizaciones Populares (COPINH)","Pacifico",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-09,"UDEP-14 Ocotepeque","en la Carretera CA-04 a la altura del municipio de Sinuapa, Ocotepeque","Sinuapa","Ocotepeque","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",40,20,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-89.184288,14.442543,"14.442543,-89.184288"
2017-12-09,"UDEP-17 Valle","en la carretera panamericana a la altura del Puente Guacirope, Nacaome, Valle","Nacaome","Valle","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",16,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-12,"UMEP-02 Belen","n la Colonia 21 de febrero, Comayagüela M.D.C","Comayaguela","Francisco Morazan","Pacifica","50","Si","Quienes se manifiestan a favor del Candidato Salvador Nasrralla.",24,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-12,"UMEP-11 El Progreso","en la Carretera El Progreso-Tela, desvío a La Aldea 36 Guaymas, El Negrito, Yoro","El Negrito","Yoro","Pacifica","400","Si","Exigen respeto a la candidatura presidencial de Nasarrala",100,20,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.7024817,15.307236,"15.307236,-87.7024817"
2017-12-12,"UDEP-02 Colon","en la carretera CA-13 a la altura del Puente Monga, Saba, Colon","Saba","Colon","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",42,20,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-63.2326763,17.6354642,"17.6354642,-63.2326763"
2017-12-12,"UDEP-02 Colon","en la carretera que de La Aldea Corocito, conduce a Bonito Oriental y salida Olancho a la altura de La Aldea Corfino,","Aldea Corfino","Olancho","Pacifica","40","Si","Exigen respeto a la candidatura presidencial de Nasarrala",20,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",NA,NA,"NA,NA"
2017-12-12,"UDEP-02 Colon"," a la altura de la Aldea Corfino, Bonito Oriental","Bonito Oriental","Colon","Pacifica","30","Si","Quienes exigen que le den el poder a Salvador Nasrralla, como presidente.",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.7307673,15.7463051,"15.7463051,-85.7307673"
2017-12-12,"UDEP-06 Choluteca","En la salida a San Marcos de Colon, Choluteca, Choluteca","Choluteca","Choluteca","Pacifica","200","Si","En contra del Tribunal Supremo Electoral",43,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-13,"UMEP-06 Chamelecon","en la carretera CA-4 salida a Occidente A la altura de la Colonia La Lempira","Choluteca","Cortes","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-13,"UMEP-06 Chamelecon","en la Aldea Artemisales Cofradía, San Pedro Sula","Cofradia","Cortes","Pacifica","25","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-88.16329,15.4168329,"15.4168329,-88.16329"
2017-12-13,"UMEP-06 Chamelecon","barrio cofradía","Cofradia","Cortes","Pacifica","25","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-88.16329,15.4168329,"15.4168329,-88.16329"
2017-12-13,"UMEP-11 El Progreso","puente colonia quebrada seca","El Progreso","Cortes","Pacifica","40","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-13,"UDEP-01 Atlantida","en la carretera CA.13 a la altura del Puente de Arizona Atlántida","Arizona, Atlantida","Atlantida","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.3090683,15.6336377,"15.6336377,-87.3090683"
2017-12-13,"UDEP-01 Atlantida","en la carretera CA.13 que conduce a Tela a la altura del puente de Arizona Atlántida","Arizona, Atlantida","Atlantida","Pacifica","30","Si","Motivo estar en contra del resultado del Tribunal Supremo Electoral.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.3090683,15.6336377,"15.6336377,-87.3090683"
2017-12-13,"UDEP-02 Colon","l eje carretero a la altura de la Aldea de Tajuica Tocoa Colon","Tocoa","Colon","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.9968479,15.6576354,"15.6576354,-85.9968479"
2017-12-13,"UDEP-05 Cortes","en la Carretera C. A. 13 en el carril que conduce de Baracoa a Puerto Cortes","Baracoa, Puerto Cortes","Puerto Cortes","Pacifica",NA,"Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.85252,15.7803344,"15.7803344,-87.85252"
2017-12-13,"UDEP-06 Choluteca","en el Barrio el Centro, Choluteca, a la altura de la clínica de las instalaciones del Instituto Hondureño Del Seguro Social (IHSS)","Centro","Choluteca","Pacifica","400","Si"," en contra del Tribunal Supremo Electoral (TSE) ",32,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-93.6301014,41.5858943,"41.5858943,-93.6301014"
